tweets,label
tumharey in ahmeqaanah sawalon ka meray paas koi jawab nahi hai,H
tumharey jesay kalay habshi ko koi apni beti ka rishtah nahi de ga,H
tumharey jesi nalaiq aulaad honay se behter hota ke meri aulaad hi nah hoti,H
tumharey moun se ye deen ki batein zeb nahi deten,H
tumhari bakwas sun ker mera ser dard krny lg gaya hai,H
tumhari bakwas sun'ny ka mery paas waqt nahi hai,H
"tumhari bewakoofi ki wajah se sara nuqsan huwa hai, tum in mamlaat mein chup raha karo",H
tumhari bhi bund marnay ka dil kar rha vese mera,H
tumhari fazul bakwas se merey ser mein dard ho gaya hai,H
tumhari gaand mn chaloonay kaat rahy hn kia,H
tumhari gandi harkaten sab ko bata dein to tum moun chupatey phiro gey,H
Tumhari jesi harkaten hein tum mujhe shetan k bhai lagtey ho,H
Tumhari kamai haram hai isliye tumhari duain qabool nahi hongi,H
tumhari maa ki kuss bhenchod,H
tumhari misal us kharish zadah kutty ki hai jo raat ko chand ki taraf mu kr k bhonkta rehta hai,H
tumhari nahoosat ki wajah se hum match haar gaye hein ,H
tumhari raye ki koi ehmiyat nahi hai kyun ke tum eik gashti ho,H
tumhari sabiqah girlfriend eik jisam farosh thi,H
tumhari shakal par hazar bar lanat,H
tumhari shakal se hi nasal parasti tapak rahi hai,H
Tumhari shkl tu khud kutty jesi ha,H
"tumhari yahan hum sb k beech rehnay ki auqaat hi nahi hai, tum dafa ho jaon yahan se",H
tumhary 2 tatty 3 nahi ho jayen gy,H
tumhary ander thori sharam baqi hai to zeher khaa lo,H
tumhary haraam k paison se qurbani qabool nahi hogi,H
Tumhary is attitude ki wajah se tumhen sab chorh detey hein aur tum akeli reh jaogi,H
tumhary lund ka topa ghaib nahi ho jaye ga,H
tumhe kia pasand hai kuttia,H
tumhen kia pasand hai kutia,H
tumhen koi award nahi de rha hai lekin lun samet tattey zarur de rahey hein log,H
tumhen mohabbat nahi thi to bhonk dia hota,H
tumhen musalmaanon wala headscarf pehan'ny ki ab ijazat nahi hai. Tum usy apni gerdan se bandho aur latak jao,H
"tumhen punjabi culture se kia lena dena, tum apney mujra culture per tawajjuh do",H
tumhen tawaifon wali harkaten kernay ki zrurat nahi hai,H
TUMHYE AWAM SHAHEED NAHI KERNA CHAHTYE HAIN BULKYE ALLAHZALIL KERNA CHAHTA HAI LAHK DEE LANAT HO BEGHIRAT,H
Tumy deen sy Kia Lyna tumko to apni dkn chlani h,H
tumy musalmano wala head scarf pehany ki  ijazat nahi hai. ,H
Turk actress ne jung ki himayat kernay per priyanka chopra ko khari khari suna dein,H
Tusi sare banigala maroge te afsos qadian me hoga,H
TuTU,H
Tw? -_- bachi nh bolta teri bhabhi bolta hn ,H
Twadi bahan noo l..n waday police waliyaan dee noo .. Yaar dil kar raha hai sab police station ko bomb say uraa dey banda ..Laanat hai aisay qanoon per jo logoon ko tuhafaz deinay ki bajhaye inhein hi zaleel karay .Aur Laanat hai aisay qanoon bananay waloon per bhi jinhoon nay apnay jaisay begairat corrupt loag barti kiye howay hain ..,H
Twadi bhan da phuda kanjr,H
u just shut up ap say kam hi hn,H
"UAE ki taraf se hazaron musalmanon ke qaatil ko award denay se croron musalmanon ki dil azari hui hai, hum mutaalbah kertay hein ke modi se award wapis liya jaye",H
uff kitni khofnaak shakal hai tumhari is tasweer mein,H
UK ne sahi kaam kia jo fazlur rahman deisel ko jurmana kia,H
ullu ke pathey baron se tameez se baat kiya ker,H
um bhi gao bhosrike,H
umar akmal chutiya tha aur chutiya hi rahey ga,H
umar akmal ne cricket field mein itney karnaamey anjaam nahi diye jitney zayada tanazeat ka shikar huwey,H
Umer Beta tumhara b dope test krwana prre ga lgta hai ,H
ummat e muslimah ki wahdat ka tasawwur khatam kernay ki baten kernay waley islam aur musalmaanon ke dushman hein,H
un chution ko jo sahafi maanta hai woh bhi begherat hai aur yeh to hain hi chadar moud dile aur bikao maal haraam ke nutfay,H
un gashti ke bachon ke baap ke daur mein maa. .. . ki beech mein se doodh aur shehad ki nehrein ???? thi. jo nayazi ne kaark laga kar band kar di hain,H
un haramiyon ko pyar ki zuban kabi samajh nahi aye gi,H
Un k vote elag hony chahiay,H
un mai se ik toh ab mujhe yahoodi bacha lagta hai,H
UN me is ghatiya 2 kodi ke bhasan per to sirf pakistani hi proud feel kr skte hain....besharmi ki hadd....,H
un molvion ki nazar mein darbaar par jana langar khana qul khawani waghera haraam hai lekin kaali mataa ke mandir jana bhagwan se salam dua karna hndon logon ke sath baithna khana halal hai munafiq maula hai yeh,H
Un parh jahil supporter!!Isey corruption ki ABC tak maloom na hogii!,H
un sab afghanyon ko malik se nikalo aawar jin afsaron ne un ko shanakhti card banwae aan kam se kam 10 saal jail bhaij day,H
un sab bc ko beech chorahe par nanga karke zinda jalana chaiye,H
un zalimon ne bachey ko qatal kiya aur malir k naaley mein laash phenk di,H
Uncle ko suna di end mein :p,H
Uncle Tou Ghar jaa Kar pitengey ,H
Uncle was likeLe tu hi bol ly ,H
UNESCO headquarter ke bahir bharti muzalim ke khilaf kashmiriyon aur sikhon ka ehtijaj,H
UNHY jinsi toor br harasa krny ki kosis nhi blky aye roz unhy harasa kea jata hy.,H
uniya mein agar harami ka number ho to pehlay number par sabir or ary waly inaam ke haq daar hain,H
Unka aaj ka beyaan sunen to andaza ho jaye ga ke wo kitni kokhli aur corruption pasand hein,H
"Unki larai ab social media per zor pakarti ja rahi hai, wo eik dosry ko gaaliyan dety rehtey hein",H
unty ki khisak gai h,H
Urdu weak hai apki,H
us badbakht ne apni maa per hath uthaya hai,H
us charsi per main hazaar bar laanat bhejti hun,H
us dalley ne mujhey thappar mara,H
us gashti ke bachey ne mujhe paper ke doran kuch bhi nahi btaya,H
us hijrey bilawal aur CM Sindh ko sharam aani chahiye,H
us ka moun per wiper maar k moun saaf kerna tha tak taakay kuch ghalazat kum ho andar,H
us ko gandi baten karney ka bohut shoq hai,H
us kutia ne bohut fahash kaprey pehnay huwey hein,H
us kutia per laal rung ka jora bilkul bhi acha nahi lag raha tha,H
us kuttey ko apney kiye per zara sharmindagi nahi hai,H
us kutti ki bachi bukhari ko aisy hi benaqaab karo,H
us larki ki hansi bari khofnaak hai,H
us nasal parast harami ko kuch nahi milna chahiye,H
Us ne dhokey or chori sey meri kitab ki copy ley k leak ker di hai,H
us ne jo kuch mery barey mein kaha wo sb bakwas hai,H
us ne meri zindagi azab bana di hai,H
us shaitan ko zara yaad karo jis ne tumhen facebook ki pehli profile bana ker di thi,H
Usey apney baap ke paisey pe bohut takabbur hai,H
Usey kamai se ziyada paisa honey pe jail bheja gaya,H
usey maar dena chahiye kyun k woh hum jins parast hai,H
uska dost usey dhoka de ker us se sarey paisey hathya ke le gaya,H
uske zehan mein dosron ko nuqsan pohunchaney waley sirf shetaani khayalaat chalty rehty hein,H
Uskey bahar ke mulk bohut si aurton se taluqaat hein,H
uski bakwas sun ker mujhe shadeed ghussa aa gaya,H
uski khabasat ka level check karo,H
uski ma behn ak kar dete he sali bhenchod ki,H
"usko bukhar nahi hai, uski gaand mein koi cheez phans gai hai",H
usko laga blast hoga ya goli aegi bc phattu,H
"usman buzdar beshak imran khan ke rishtedaar nahi lekin woh parchi per aye hein, unhon ne puiraney pakistan ki eik eent salamat nahi rehnay di, purani takhtiyan utaar utaar ker apni takhtiyan laganey se karkardagi nahi banti",H
usne apni biwi ke moun per thappar raseed ker diya,H
Usne apni kitab me mere ooper jhootey ilzam lga ke muje badnam kerney ki koshish ki hai,H
usne aurton ke bachey zaya kernay ke liye khufya operation theater khol rakha hai,H
usne badla lene ke liye mery ooper zina ka jhoota ilzam lagaya,H
Usne chowk pe tamasha laga ke logon ko galiyan dein,H
Usne juwey mein lag ke baap ka sara paisa barbaad kerdiya hai,H
Usne meri pictures social media per mere se puchey beghair daal ke acha ni kiya,H
Uss na sirf fight ki thi jani,H
ustad ke intehai tashaddud se bacha zakhmon ki taab na latey huay wafaat paa gaya,H
Uziiii teri baat kr gae k khud is umar me shadi krna chahta.... ,H
V bad,H
vasay tha to ghatya admi sabit be kar deya kay yahoodi agent ha kamena,H
veena kanjari india mein moun kala ker ke aye hui hai,H
veena malik gashti hai,H
veena malik ko dalaal baap ne ghar se bedakhal ker diya hai,H
"veena malik kutia thi, kutia hai aur kutia hi rahey gi",H
vehari mein khatoon ko police ahelkaar ne current laga ker tashaddud ka nishanah banaya,H
Vejzhs,H
video choro bs bachi check kro b.c :D,H
video mamley per fawad chaudhary  ne mubashir luqman ko thappar maar diya,H
virus ke phelnay ka ilzam musalmanon per laga ker un per zulm kiya ja raha hai,H
Vital Vital Zee lahnat tery poray khandan par Haram k Harami,H
vladimir putin bohut shatir seyasatdaan hai,H
Vo bhi chawlain,H
vote aur awam ki gaand mari gai hai ye,H
vote ki izzat aur hurmat ki padaash mein nawaz sharif aur maryan nawaz ko jail mein daal diya gaya hai,H
vote ko izzat do ka danda inhi ki gaand mein ghusa dena chahiye,H
vote leney ke liye kiya kiya dramey kertay hein log,H
voting is cheez k liay nai ho rahi k sb se bara kon hai balke voting is cheez k liay ho rahi hai k sb se chutya kon hai,H
"wa PIA ka khansama , tha yeh or zati malazam tha yeh , or Garage wali najaiz ulaad ka baap tha yeh be",H
waadi e kashmir mein khoon ki nadi beh rahi hai,H
"waadi mein jesa zulm aaj ho raha hai, iski misaal pehlay nahi milti",H
waadi mein logon ke moun band kara diye gaye hein,H
waalid se mulakaat ke doran police ahelkaar bar bar aye aur kaha ke yahan se dafah ho jao,H
wafaaq sindh ki gas purey pakistan ko de raha hai aur sindh ko qatar ki LNG mehengay daam farokht ki ja rahi hai,H
"wafaaq tax ikatha kernay mein nakaam hai, nalaiq aur kathputli hakumat ki wajah se har soobey ko kam paisa aur wasail mil rahey hein",H
wafaqi wazeer e dakhila ne challenge kiya hai ke koi mai ka laal hakumat nahi gira sakta,H
wafaqi wuzra mehengai per phat parey,H
Wah aik chutiya dosray chutiye ko roast kar raha hai,H
wah bhosrike kia chawal mari hai,H
waise is wajah se aap lanat k haqdar bante hain,H
wakeel ke tashaddud ka shikar lady police constable ne nokri chorney ka faislah ker liya,H
wakeel ne khatoon police ahelkaar se badtameezi ki aur tashaddud kiya,H
walid sahab aaj zinda hotey to wo bhi tery jesy chutye ko ghar main na aany dety,H
WALLAH NAMMAK HARAAAMM EE KHA TSOO LA AMRICA KHA WA,H
"Wapas aa jao beghairto, aur kitnay din bahir guzarney hein?",H
wapda walay baray kameeny log hain,H
wapda walon ne bijli raat se band ki hui hai,H
Waqai me bhari khabees ho,H
waqt aa gaya hai ke dunya ko btaya jaye ke bhutto eik azeem leader nahi balkeh qoumi mujrim tha,H
"Wards attend kiye hain? Suna hai wahan bhi is type ki aunties ajati hain,Tmharay hoslay ko salaam hai lrki xD",H
Warh gaye bhai!,H
Wase bhi ye murda qoum hy ¦,H
wasim akhtar ne apney puraney sathi per sangeen ilzam laga diya,H
wasim akhtar shehar ki barbadi ke zimmmeydaar hein,H
watan dushmanon ke liye pakistan ki zameen tung ker dein gey,H
wazarat e qanoon ne adaalti nizaam per hamlah kiya,H
"wazeer e aala se hath jorr ker kehta hun eik bar shehar saaf ker dein, thora sa kam ker lein ab",H
"wazeer e azam apney wafaaqi wazeer ko lagaam daalen, wo eik unguided missile hein, unke sath chalna mushkil hai",H
"wazeer e azam eik confused shakhsiyat hein, jin ki koi ideology aur vision nahi hai",H
"wazeer e azam gaaliyan nikaley aur wuzra muzakraat ka jhansa dein, aisa mumkin nahi",H
"wazeer e azam imran khan ne jo waada kiya us per u-turn liya, eik bhi bat per woh qaim nahi rahy",H
"wazeer e azam imran khan sahab! thori sharam hoti hai, nah ghurbat kam hui hai nah hi berozgaari",H
wazeer e azam mulk ki khushhali ke liye bechain hein aur molana 22 number sarkari bangaley ke liye bechain hein,H
"wazeer e azam ne karachi ke masail ke liye ab eik nayi committee banai hai, committee banana masail ka hal nahi hai. in committioyon ka drama band kiya jaye",H
wazeer e azam sahab! mulk ki muashi taaqat karachi ko corruption tabah ker rahi hai,H
"wazeer e qanoon ka article 149 laagu kernay ka beyaan heraankun hai, hakumat ab karachi ke ander bhi daakah dalney lagi hai",H
wazeer e qanoon ki kashmir house mein senior judge se mulakaat per hakumati khamoshi aitraaf e jurm hai,H
"wazeer sahab hawa mein teer na chalayen, halaat ka pata nahi hai aur sirf baten ker ke beth jatey hein",H
wazeer sirf imran ka lun choostay rehtay hein,H
waziristan operation pashtun k khilaf ik sazesh thee,H
We already know that betrayal shahid khakan abbasi is running air blue airline...thats totally a cheat,H
"we want loy afghanistan
lar ao bar yaw afghan TTP zinda bad",H
wehshi darindon ne 10 saal ki bachi ko rape ker k qatal ker dia aur laash naaly mai phenk di,H
wesy b us bharwy ki videos yahan koi nai dekhta,H
wesy bhi hamary mulk jitna tasub phel raha hy minorities ko vote hi nahi dena kisi ny,H
What do you mean by Karachi and Sindh. Tm Media waly hi nafrat phylaty h,H
whatsapp ke zariye adliya ke faisley musallat kiye ja rahey hein,H
Who is the father of these three kids? Ya sab k sab harami hon #SanctionOnPakistan,H
Why so jazbati panjabiyon?  ye tw hamara falsafa tha ,H
Why this molvi is with evryone,H
wife kab banayega bc,H
"wikipedia per bakwas likhney se behter hai, tu apna moun band rakho. Aisi baten wesay bhi foran se hata di jati hein",H
wo apni harkaton se baaz na aye to us kutia ko main ne qatal ker dena hai,H
wo b namak haram Hain,H
Wo bolta to aaaa krta mae bolti to b shor machata,H
wo canada wala dalla sirf aur sirf inteshar phelaney pakistan aata hai,H
wo dalla sirf paisey kamaney ke liye islam ko istemaal kerta hai aur paisey kama ker wapis dafa ho jata hai,H
wo ghussey mein beqaabu ho jata hai aur cheezen utha utha ker phenkney lag jata hai,H
wo hai hi jahannumi kyun ke wo koi acha kam nahi kerta,H
"wo hakeer nahi fakeer hai, mera sabar us ne sameta hai",H
wo hamesha dosron ko bura bhala kehta hai,H
wo hijroun ki tarah chalta hai,H
"wo itna ganda hai, nahata b nai hai",H
"wo jis burqey ka mazak urati thi, aaj usi burqey ko istemaal ker k mulk se farar hui hai",H
"wo jis kam ko start krta hai, wahin per nahoosat chaa jati hai",H
wo keh rahe hein k wo ghar pe nahin hein,H
wo khusray ki tarah chalta hai,H
wo kutia har waqt larti rehti hai,H
wo kutia meray sath sirf time paas kerti thi,H
wo kutia teray se jhoot bol rahi hai,H
Wo kutia tung krti hai aur usey mernay ki zaroorat hai,H
wo kuttia har waqt lartee rehtee hay,H
wo kyun aisi jagah pe rehna chahy ga jahan ye bhosri wala reh rha hai,H
"wo nachwata kisi ko nai hay, sb apni mrzi se nachte hn usk ""concerts"" peyand wo bhi im sure in k bccho ko pehle nai mile hongay",H
wo nafsiyati mareez hai,H
wo randiyan jo pakistan mai mehfooz nahi hein mulk chor ker ja sakti hein,H
wo tere maa behen k yaar he,H
wo tou baat ghalat thi uski mai ne tou shughal k lye tag kya tha. Lakin agay se apne jahilo wala hi reply kar dya,H
wo tu mei b nahi khati. Matlab hum dono he khotafree hai ,H
wo women card ke balbootey per aurton ko badnam ker rahi hai,H
wo zaleel molvi masoom bachey ke sath ghair ikhlaqi harkat kertay huwey pakra gaya,H
Woh court mein quran pe hath rakh ke jhooti qasam khaa ker gawahi de gaya,H
Woh customers se har cheez ke zyada paisy wasool kerta hai,H
woh din dour nahi jab yazeed ki tarah bharat aur zalim modi bhi ibrat ka nishan baney ga aur kashmir azad hoga,H
Woh itna bad ikhlaq hai ke uske sath naiki krna bhi galey per jata hai,H
woh kutia meri zindagi ke sath khel gai,H
woh kutia mujhe pyar mein dhoka de ker kisi aur ke sath bhag gai hai,H
woh larki kitni buri lag rahi thi na red dress mein,H
Woh mujhe kafi mahinon se qatal ki dhamkiyan de raha hai,H
woh shastri aya tha lahore ko leny kyliye ulta apny pechwary peer mar kha ker chel dia,H
world map se hatt na jaoo to khana.,H
Wow rude ik chikni chameli ok,H
ya allaahhh yeh sunne se pehle mujhai utha q nh lia,H
ya ALLAH aunty ka NIC gum hojae 24 july ko aur 14 August ko mile ,H
Ya Allah in zalimo ko ibrat naak anjam tak pohncha dain aur humari maa aur behan Dr. Aafia ko in begairto ki qaid say aazad kar dain. ,H
Ya Allah is badmaash molve say Pakistan ko bacha lay,H
ya Allah pakistan kee puri army ko shaheed kar lay,H
Ya Allah tabahi say bachaa humko jo PTI kay anye say aye gi mulak main ,H
ya b nawaz ganjy kee tarah udar sy bhonk rahi hay ,H
Ya fitna molvi ha wrong no ha,H
Ya ha jahalat,H
Ya Rabbe kaynaat Musharraf KO tabah o barbad karde,H
Ya sb bik gaye hain ...,H
Yaa bhai loota hai..... ,H
Yaa Fir suwar Khana padega.,H
Yaani khud haar maan gaye ho?Ab abba je ke peeche to na na chupo,H
Yaar acting karo over acting nahi.,H
Yaar iyo kam tun hi bhalo thi kareen ,H
yaar kesay log hain ye nimak haram ,H
yaar khusray k sath baat kar k mujhay sharmendagi hoti hy,H
Yaar maine tw poori vdo hi nhi dekhi in aunty ko kuch hogaya h or peechy jo talliyaan baja rahy hain unhe bhi kuch hogaya h ajeeb . Imran khan is the best .,H
yaar ye chinese baray murdar khor hoten hain,H
"Yae Randy bee shabaz ke biwe tae , temporary,",H
yah haramzadi kanjari kon hai?,H
Yah jully kis ki yad dlaty hy cozn ap kay ka Chara bigar gia AP ki taslo ki wajha sy,H
Yaha ke hukamran meer jafar aor meer sadiq se be badtar he,H
yaha se chaly jao kuty k bachy mahajareen ban kar raho ya dafa ho jao,H
yahan andhey logon per police dandey barsaati hai,H
yahan per kachra phenkney wala kuttey ka bacha hoga,H
yahan per sb jhootey rehtey hein,H
yahan peshaab kernay wala kuttey ka bacha hoga,H
yahan pura paskistan kashmir ke liye lar raha hai aur yeh harami nasal peeth per waar ker k pakistan ko torney ki baat ker raha hai,H
yahan sab ke sab tharki hein saley,H
yahan se chaly jao kutty k bachy,H
yahan se lora phenk k maru ga na to aar paar ho jaye ga,H
yahan tmhari barabri gaand maranay chali jati hai kia,H
yahan to world war ho rha hai bhenchod wah,H
